Area,BHK,Bathroom,Locality,Price
750,2,2,Sultanpur,4000000
1600,3,3,Sultanpur,10800000
1000,3,2,Sultanpur,10000000
1600,3,3,Sultanpur,10800000
900,3,2,Sultanpur,9000000
1700,3,3,Sultanpur,8500000
1100,3,2,Sultanpur,6000000
1000,3,3,Sultanpur,5500000
1000,3,2,Sultanpur,7000000
1100,3,2,Sultanpur,6000000
765,3,2,Sultanpur,3700000
900,2,2,Manglapuri,3100000
600,2,2,Sultanpur,4500000
360,1,1,Manglapuri,1500000
950,3,2,Chattarpur,7090000
3600,2,2,Chattarpur,4500000
1305,4,3,Chattarpur,5500000
1800,3,4,Chattarpur,63000000
950,3,2,Chattarpur,6990000
800,2,2,Chattarpur,4400000
1800,4,4,Chattarpur,12500000
800,2,2,Chattarpur,3000000
675,2,2,Chattarpur,2800000
1175,3,3,Chattarpur,5000000
1500,3,3,Chattarpur,6000000
810,2,2,Chattarpur,4500000
630,2,2,Chattarpur,2800000
650,2,2,Chattarpur,2500000
1800,4,4,Chattarpur,8500000
725,2,2,Chattarpur,3000000
900,3,2,Chattarpur,4900000
750,2,2,Chattarpur,3500000
700,2,2,Chattarpur,3000000
950,3,2,Chattarpur,7020000
1600,3,4,Chattarpur,60000000
900,2,2,Chattarpur,3500000
1500,3,3,Chattarpur,7000000
500,2,1,Chattarpur,7000000
1035,3,3,Chattarpur,4500000
825,3,2,Chattarpur,5990000
1300,3,3,Chattarpur,4400000
765,2,2,Chattarpur,2500000
580,1,1,Chattarpur,1600000
1750,3,3,Chattarpur,6500000
650,2,2,Mehrauli,2750000
405,1,1,Mehrauli,1500000
675,2,1,Mehrauli,2200000
850,2,2,Mehrauli,2800000
800,3,3,Mehrauli,4500000
405,1,1,Mehrauli,1800000
1350,3,3,Mehrauli,8500000
1350,3,3,Mehrauli,8500000
450,1,1,Mehrauli,1700000
1300,3,3,Mehrauli,7000000
1050,3,2,Mehrauli,5600000
1675,4,3,Mehrauli,13500000
1250,3,3,Mehrauli,8500000
1080,3,3,Mehrauli,6000000
1170,3,3,Mehrauli,7200000
1250,3,2,Mehrauli,6500000
1500,3,3,Mehrauli,8400000
1350,3,3,Mehrauli,8500000
855,2,2,Mehrauli,4000000
540,1,1,Mehrauli,1700000
1044.0983,3,2,Mehrauli,6000000
405,1,1,Mehrauli,1600000
500,1,2,Mehrauli,2100000
450,1,1,Mehrauli,1700000
405,1,1,Mehrauli,1500000
405,1,1,Mehrauli,1200000
450,1,1,Mehrauli,1650000
173,2,2,Mehrauli,3500000
1100,3,2,Mehrauli,8500000
600,2,2,Mehrauli,3200000
800,3,2,Mahavir Enclave,4400000
990,4,3,Mahavir Enclave,7200000
1100,3,2,Mahavir Enclave,7500000
1100,3,2,Mahavir Enclave,6500000
527,2,2,Mahavir Enclave,3500000
1000,2,2,Mahavir Enclave,6500000
1000,3,2,Mahavir Enclave,6200000
450,1,1,Mahavir Enclave,2500000
600,2,2,Mahavir Enclave,3000000
950,3,2,Mahavir Enclave,6000000
855,3,2,Mahavir Enclave,4800000
770,2,2,Mahavir Enclave,3790000
810,3,2,Mahavir Enclave,4200000
710,2,2,Mahavir Enclave,2900000
950,3,2,Mahavir Enclave,5000000
450,1,1,Mahavir Enclave,2100000
500,2,2,Mahavir Enclave,3200000
600,2,1,Mahavir Enclave,3000000
420,1,1,Mahavir Enclave,2300000
900,3,2,Mahavir Enclave,5900000
945,3,2,Mahavir Enclave,5500000
565,2,2,Mahavir Enclave,3500000
450,2,1,Mahavir Enclave,1700000
430,1,1,Mahavir Enclave,1850000
550,2,2,Mahavir Enclave,2300000
810,3,2,Mahavir Enclave,3800000
720,3,2,Mahavir Enclave,4500000
360,2,1,Mahavir Enclave,2200000
820,3,2,Mahavir Enclave,5200000
459,2,2,Mahavir Enclave,2200000
378,1,2,Narela,1500000
450,1,1,DDA Flats,2200000
900,2,2,DDA Flats,3800000
559.7228,2,2,Narela,2850000
350,1,1,Narela,2500000
365,1,1,Narela,3500000
390,1,1,Narela,2000000
350,1,1,DDA Flats,3000000
210,1,1,Narela,2000000
50,1,1,Narela,3500000
500,1,1,Narela,1800000
350,1,1,Narela,1600000
379,1,1,Narela,1600000
236.8058,1,1,Narela,2000000
445,1,1,Narela,1500000
452.0838,2,1,DDA Flats,3000000
350,1,1,Narela,1490000
437,1,1,Narela,3500000
61,3,3,Narela,4000000
495,2,2,Narela,1750000
900,2,2,Narela,4600000
350,1,1,Narela,1800000
585,2,2,Narela,1900000
198,1,1,Narela,1000000
4900,1,1,Narela,1000000
2077.4327,1,1,DDA Flats,1000000
50,1,1,Narela,3500000
990,3,2,Narela,5000000
425,1,1,Narela,2200000
750,2,2,Malviya Nagar,13000000
1400,3,3,Malviya Nagar,34000000
3600,4,4,Malviya Nagar,60000000
3000,4,5,Malviya Nagar,74500000
2750,4,5,Malviya Nagar,75000000
2050,4,4,Malviya Nagar,62500000
3000,4,4,Malviya Nagar,67000000
850,2,2,Malviya Nagar,8500000
750,2,2,Malviya Nagar,11500000
2600,4,5,Malviya Nagar,52500000
800,2,2,Malviya Nagar,12000000
550,2,2,Malviya Nagar,10700000
700,2,2,Malviya Nagar,9000000
2316,3,4,Malviya Nagar,100000000
900,3,2,Malviya Nagar,6200000
100,3,2,Malviya Nagar,17000000
900,2,3,Malviya Nagar,12500000
1500,2,2,Malviya Nagar,13000000
650,3,2,Malviya Nagar,4200000
2000,4,4,Malviya Nagar,36000000
500,1,1,Malviya Nagar,2300000
1125,2,2,Malviya Nagar,8100000
1300,3,3,Malviya Nagar,10000000
2500,4,5,Malviya Nagar,62500000
2200,4,5,Malviya Nagar,65000000
1290,3,2,Malviya Nagar,20000000
2250,4,4,Malviya Nagar,57500000
1350,3,3,Malviya Nagar,30000000
1400,3,3,Malviya Nagar,30000000
1700,3,3,Malviya Nagar,30000000
450,1,1,Dilshad Garden,3300000
750,2,1,Dilshad Garden,7350000
1500,4,1,Dilshad Garden,12500000
400,1,1,Dilshad Garden,3500000
650,2,2,Dilshad Garden,6500000
900,2,2,Dilshad Garden,6900000
400,1,1,Dilshad Garden,3600000
900,3,2,Dilshad Garden,13500000
1000,3,2,DDA Flats,9200000
405,1,1,Dilshad Garden,2500000
1700,3,2,DDA Flats,17000000
800,3,2,Dilshad Garden,9030000
1076.39,3,2,Dilshad Garden,9300000
750,2,1,Dilshad Garden,6500000
460,2,1,Dilshad Garden,3300000
370,1,1,Dilshad Garden,2400000
1800,3,3,Dilshad Garden,15000000
1080,3,1,Dilshad Garden,7000000
350,1,1,Dilshad Garden,4200000
500,2,1,Dilshad Garden,5800000
900,3,2,Dilshad Garden,4800000
800,2,2,Dilshad Garden,7500000
350,1,1,DDA Flats,3000000
430.556,1,1,Dilshad Garden,4300000
500,1,1,Dilshad Garden,2600000
1450,2,2,Dilshad Garden,7000000
800,2,2,Dilshad Garden,6000000
1000,2,2,Dilshad Garden,6700000
1000,3,3,Dilshad Garden,9500000
1600,3,2,DDA Flats,17000000
900,2,2,Vasundhara Enclave,8000000
1500,3,3,Vasundhara Enclave,12000000
1050,2,2,Vasundhara Enclave,9000000
1300,3,2,Vasundhara Enclave,11500000
1600,4,3,Vasundhara Enclave,20000000
900,2,2,Vasundhara Enclave,8550000
1350,4,4,Vasundhara Enclave,10500000
1000,3,2,Vasundhara Enclave,12000000
1400,3,2,Vasundhara Enclave,11000000
975,3,2,Vasundhara Enclave,12000000
900,2,2,Vasundhara Enclave,9000000
1100,2,2,Vasundhara Enclave,10000000
950,2,2,Vasundhara Enclave,8100000
1300,3,3,Vasundhara Enclave,9200000
1459,3,3,Vasundhara Enclave,14200000
1000,2,2,Vasundhara Enclave,7500000
1100,2,2,Vasundhara Enclave,9500000
1450,3,2,Vasundhara Enclave,14000000
1450,3,3,Vasundhara Enclave,11600000
1150,3,3,Vasundhara Enclave,12000000
780,2,2,Vasundhara Enclave,7500000
1300,3,2,Vasundhara Enclave,9800000
1350,3,3,Vasundhara Enclave,12000000
1200,3,2,Vasundhara Enclave,12500000
1460,3,3,Vasundhara Enclave,16500000
1460,3,3,Vasundhara Enclave,12000000
1100,2,2,Vasundhara Enclave,7200000
1500,3,3,Vasundhara Enclave,15000000
1050,2,2,Vasundhara Enclave,10000000
1350,3,3,Vasundhara Enclave,11000000
1500,2,2,Okhla,24700000
976,2,2,Okhla,24900000
540,2,1,Okhla,3600000
450,1,1,Okhla,1700000
900,2,2,Okhla,11000000
2500,4,4,Okhla,75000000
979.5149,2,2,Okhla,24800000
945,2,2,Okhla,24900000
976,2,2,Okhla,24900000
1531,2,2,Okhla,25900000
1000,2,2,Okhla,11700000
750,3,2,Okhla,13500000
900,3,2,Okhla,5500000
1512,2,2,Okhla,30000000
35,3,2,Okhla,4950000
1500,3,2,Okhla,16000000
2907,4,4,Okhla,30000000
2210,4,3,Okhla,41000000
750,2,2,Okhla,3800000
2518.7526,4,5,Okhla,68900000
588,2,2,Okhla,1800000
540,2,1,Friends,1500000
1100,3,3,Okhla,12500000
550,2,1,Okhla,1600000
750,3,2,Okhla,2400000
1260,3,2,Okhla,7000000
675,2,2,Okhla,3100000
810,2,2,Okhla,14500000
3150,4,5,Okhla,61500000
2000,4,4,Okhla,27500000
1775,3,3,Karol Bagh,25500000
1135,3,3,Karol Bagh,25000000
1252,2,2,Karol Bagh,18500000
2000,4,4,Karol Bagh,39700000
530,4,1,Karol Bagh,6800000
1332,3,2,Karol Bagh,6540000
1017,3,3,Karol Bagh,22000000
1775,3,3,Karol Bagh,25500000
987,2,2,Karol Bagh,17000000
1912,3,3,Karol Bagh,27500000
5236,5,7,Karol Bagh,73700000
2805,4,4,Karol Bagh,52300000
1500,3,3,Karol Bagh,16000000
1280,3,3,Karol Bagh,15000000
1775,3,3,Karol Bagh,25500000
675,2,2,Karol Bagh,10000000
576,2,2,Karol Bagh,5000000
1206,3,3,Karol Bagh,20000000
345,1,1,Karol Bagh,5500000
720,2,1,Karol Bagh,7000000
468,2,2,Karol Bagh,4100000
1600,3,3,Karol Bagh,24000000
535,2,1,Karol Bagh,3900000
1200,3,2,Karol Bagh,14500000
1501,3,2,Karol Bagh,20000000
1135,3,3,Karol Bagh,24500000
1200,3,2,Karol Bagh,20900000
2200,3,3,Karol Bagh,43100000
1240,3,3,Kirti Nagar,18000000
3002,4,5,Kirti Nagar,50000000
1350,3,2,Kirti Nagar,18500000
2300,4,5,Kirti Nagar,46500000
1429,3,3,Kirti Nagar,17500000
2430,4,5,Kirti Nagar,42500000
1450,3,3,Kirti Nagar,15500000
1250,2,2,Kirti Nagar,15000000
2800,4,4,Kirti Nagar,40000000
1646,3,3,Kirti Nagar,20000000
900,2,2,Kirti Nagar,6700000
1250,3,2,Kirti Nagar,16000000
900,3,2,Kirti Nagar,8000000
1590,3,2,Kirti Nagar,25000000
990,3,2,Kirti Nagar,25000000
2282,4,5,Kirti Nagar,37500000
1260,3,3,Kirti Nagar,25000000
1457,3,3,Kirti Nagar,23000000
1400,3,2,Kirti Nagar,17500000
2175,4,4,Kirti Nagar,44000000
1450,3,3,Kirti Nagar,15000000
2800,4,5,Kirti Nagar,42500000
861.112,2,2,Kirti Nagar,5000000
2282,4,5,Kirti Nagar,38000000
1753,3,3,Kirti Nagar,19000000
2659,4,5,Kirti Nagar,43500000
1550,3,2,Kirti Nagar,19500000
1470,3,2,Kirti Nagar,14200000
702,3,2,Kirti Nagar,14200000
1138,2,2,Kirti Nagar,13500000
1600,3,3,Sheikh Sarai,21000000
1600,3,3,Sheikh Sarai,22500000
1250,2,4,Sheikh Sarai,19000000
810,3,2,Sheikh Sarai,7500000
585,2,2,Sheikh Sarai,4000000
1700,3,3,Sheikh Sarai,8000000
1800,3,4,Sheikh Sarai,19000000
600,1,1,Sheikh Sarai,7000000
1250,3,3,Sheikh Sarai,5800000
600,3,2,Sheikh Sarai,8000000
1600,3,4,Sheikh Sarai,18800000
1100,3,2,Sheikh Sarai,6000000
450,1,1,Sheikh Sarai,2200000
855,3,2,Sheikh Sarai,6500000
1291.668,3,2,Sheikh Sarai,23500000
1300,2,2,Sheikh Sarai,16000000
1350,3,3,Sheikh Sarai,20000000
900,2,2,Sheikh Sarai,5500000
850,2,2,Sheikh Sarai,13500000
1650,3,3,Sheikh Sarai,22500000
650,2,2,Sheikh Sarai,3800000
630,2,2,Sheikh Sarai,4600000
1250,2,1,Sheikh Sarai,17500000
1800,4,3,Sheikh Sarai,5500000
1500,3,3,Sheikh Sarai,22500000
1100,2,2,Sheikh Sarai,12500000
1400,3,2,Sheikh Sarai,19000000
1300,2,2,Sheikh Sarai,15500000
1100,2,2,Sheikh Sarai,13500000
1600,3,3,Sheikh Sarai,21000000
2250,4,4,Punjabi Bagh,50000000
2592,4,3,Punjabi Bagh,42500000
1800,4,4,Punjabi Bagh,45500000
1700,3,3,Punjabi Bagh,23000000
1640,3,3,Punjabi Bagh,12000000
2572,3,3,Punjabi Bagh,35000000
2100,3,3,Punjabi Bagh,25000000
1620,3,3,Punjabi Bagh,29000000
2500,4,4,Punjabi Bagh,80000000
2250,3,3,Punjabi Bagh,20500000
2250,4,4,Punjabi Bagh,37500000
800,2,2,Punjabi Bagh,7500000
1450,3,3,Punjabi Bagh,32500000
1440,3,3,Punjabi Bagh,24500000
5220,5,5,Punjabi Bagh,65000000
1800,3,3,Punjabi Bagh,27500000
4455,5,5,Punjabi Bagh,115000000
195,3,3,Punjabi Bagh,28000000
807.2925,2,1,Punjabi Bagh,8000000
3500,4,4,Punjabi Bagh,75100000
1000,2,2,Punjabi Bagh,7800000
900,2,2,Punjabi Bagh,15000000
1800,3,3,Punjabi Bagh,27500000
17010,3,3,Punjabi Bagh,25000000
2340,4,4,Punjabi Bagh,26000000
1350,3,3,Punjabi Bagh,23500000
464,3,1,Punjabi Bagh,4200000
954,2,2,Punjabi Bagh,10000000
1155,2,2,Punjabi Bagh,18500000
700,2,2,Alaknanda,16500000
980,2,2,Alaknanda,13800000
1350,3,3,Alaknanda,21000000
1800,3,3,Alaknanda,22500000
968.751,2,2,Alaknanda,15000000
1250,3,3,Alaknanda,20000000
1800,3,3,Alaknanda,20000000
1400,3,2,Alaknanda,26000000
1000,3,3,Alaknanda,19500000
1800,4,2,Alaknanda,21500000
1500,3,3,Alaknanda,26500000
1600,3,3,Alaknanda,20000000
1400,3,3,Alaknanda,18000000
1400,3,2,Alaknanda,19000000
2700,4,4,Greater Kailash,36500000
1100,2,2,Alaknanda,15000000
1200,2,2,Alaknanda,17500000
1400,2,2,Alaknanda,14000000
1500,3,3,Alaknanda,21000000
1320,3,2,Alaknanda,15600000
1300,3,3,Alaknanda,19000000
1150,2,2,Alaknanda,16500000
1440,3,3,Alaknanda,19000000
1400,2,2,Alaknanda,16500000
450,1,1,Alaknanda,3000000
1300,2,2,Alaknanda,15000000
1200,2,2,Alaknanda,14300000
1300,3,2,Alaknanda,18500000
1400,3,3,Alaknanda,19000000
1400,3,3,Alaknanda,19000000
500,2,2,Kalkaji,3300000
700,2,2,Kalkaji,3800000
900,3,3,Kalkaji,7000000
1260,3,3,Kalkaji,16500000
950,3,2,Kalkaji,8000000
405,1,1,Kalkaji,5600000
1800,2,2,Kalkaji,21000000
1300,3,3,Kalkaji,21000000
1000,3,3,Kalkaji,8600000
900,3,2,Kalkaji,6600000
1800,3,3,Kalkaji,14000000
720,2,2,Kalkaji,4700000
1485,3,3,Kalkaji,30000000
1600,3,3,Kalkaji,26000000
1200,2,2,Kalkaji,18500000
900,2,2,Kalkaji,6500000
900,2,2,Kalkaji,15000000
800,2,2,Kalkaji,8000000
1150,2,3,Kalkaji,16100000
900,3,3,Kalkaji,6800000
1070,3,2,Kalkaji,6800000
1050,2,2,Kalkaji,9000000
1000,2,2,Kalkaji,18000000
1550,3,3,Kalkaji,27500000
1300,3,2,Kalkaji,13500000
810,2,2,Kalkaji,14000000
900,2,2,Kalkaji,9000000
1200,2,2,Kalkaji,16000000
1000,2,3,Kalkaji,11000000
720,2,2,Kalkaji,5500000
2520,3,3,Hauz Khas,47500000
1700,3,4,Hauz Khas,45000000
1800,3,3,Hauz Khas,43500000
6000,5,5,Hauz Khas,180000000
1800,4,4,Hauz Khas,80000000
2000,3,3,Hauz Khas,37500000
2066,4,4,Hauz Khas,60000000
2050,3,3,Hauz Khas,71000000
1100,3,3,Safdarjung Enclave,18500000
4500,4,4,Hauz Khas,70000000
4500,4,5,Hauz Khas,85000000
6500,4,5,Hauz Khas,190000000
4350,4,6,Hauz Khas,135000000
1750,3,3,Hauz Khas,35000000
3600,4,4,Safdarjung Enclave,65000000
1200,2,2,Hauz Khas,27500000
1500,3,4,Hauz Khas,45000000
2250,4,4,Hauz Khas,100000000
1800,3,4,Hauz Khas,47000000
1600,3,4,Hauz Khas,27500000
2800,4,5,Hauz Khas,70000000
1700,3,3,Hauz Khas,36500000
2400,4,5,Hauz Khas,65000000
1980,3,4,Hauz Khas,35000000
2100,4,5,Hauz Khas,56000000
5400,4,4,Hauz Khas,110000000
1250,3,3,Safdarjung Enclave,24000000
2300,4,4,Hauz Khas,102500000
2700,4,4,Hauz Khas,100000000
1450,3,3,Safdarjung Enclave,45000000
2097,3,3,Chittaranjan Park,29000000
1250,3,3,Chittaranjan Park,25500000
1600,3,3,Chittaranjan Park,33500000
2600,4,5,Chittaranjan Park,62500000
1700,3,3,Chittaranjan Park,47500000
1116,3,3,Chittaranjan Park,14700000
1070,2,3,Chittaranjan Park,18000000
1200,3,3,Chittaranjan Park,22500000
1200,3,3,Chittaranjan Park,22000000
1200,3,3,Chittaranjan Park,22200000
1450,3,3,Chittaranjan Park,22500000
1000,2,2,Chittaranjan Park,7500000
2430,4,4,Chittaranjan Park,30000000
945,2,1,Chittaranjan Park,6500000
1650,3,3,Chittaranjan Park,35000000
1350,3,2,Kalkaji,17500000
2625,4,5,Chittaranjan Park,60000000
1800,4,4,Chittaranjan Park,40000000
125,3,3,Chittaranjan Park,11500000
1440,3,3,Chittaranjan Park,22500000
1900,3,4,Chittaranjan Park,28500000
1800,3,3,Chittaranjan Park,29000000
1200,3,2,Chittaranjan Park,15500000
1800,3,3,Kalkaji,26000000
1200,3,3,Chittaranjan Park,16500000
4118,4,5,Chittaranjan Park,55000000
1050,3,2,Chittaranjan Park,12500000
875,3,3,Chittaranjan Park,17500000
990,2,2,Chittaranjan Park,11500000
11050,3,3,Chittaranjan Park,18500000
